PRDHA,MAKTX,MATNR,EAN11
01-01-35490,Test Product 35490,MAT35490,400000035490
01-01-35491,Test Product 35491,MAT35491,400000035491
01-01-35492,Test Product 35492,MAT35492,400000035492
01-01-35493,Test Product 35493,MAT35493,400000035493
01-01-35494,Test Product 35494,MAT35494,400000035494
01-01-35495,Test Product 35495,MAT35495,400000035495
01-01-35496,Test Product 35496,MAT35496,400000035496
01-01-35497,Test Product 35497,MAT35497,400000035497
01-01-35498,Test Product 35498,MAT35498,400000035498
01-01-35499,Test Product 35499,MAT35499,400000035499
01-01-35500,Test Product 35500,MAT35500,400000035500
01-01-35501,Test Product 35501,MAT35501,400000035501
01-01-35502,Test Product 35502,MAT35502,400000035502
01-01-35503,Test Product 35503,MAT35503,400000035503
01-01-35504,Test Product 35504,MAT35504,400000035504
01-01-35505,Test Product 35505,MAT35505,400000035505
01-01-35506,Test Product 35506,MAT35506,400000035506
01-01-35507,Test Product 35507,MAT35507,400000035507
01-01-35508,Test Product 35508,MAT35508,400000035508
01-01-35509,Test Product 35509,MAT35509,400000035509
01-01-35510,Test Product 35510,MAT35510,400000035510
01-01-35511,Test Product 35511,MAT35511,400000035511
01-01-35512,Test Product 35512,MAT35512,400000035512
01-01-35513,Test Product 35513,MAT35513,400000035513
01-01-35514,Test Product 35514,MAT35514,400000035514
01-01-35515,Test Product 35515,MAT35515,400000035515
01-01-35516,Test Product 35516,MAT35516,400000035516
01-01-35517,Test Product 35517,MAT35517,400000035517
01-01-35518,Test Product 35518,MAT35518,400000035518
01-01-35519,Test Product 35519,MAT35519,400000035519
01-01-35520,Test Product 35520,MAT35520,400000035520
01-01-35521,Test Product 35521,MAT35521,400000035521
01-01-35522,Test Product 35522,MAT35522,400000035522
01-01-35523,Test Product 35523,MAT35523,400000035523
01-01-35524,Test Product 35524,MAT35524,400000035524
01-01-35525,Test Product 35525,MAT35525,400000035525
01-01-35526,Test Product 35526,MAT35526,400000035526
01-01-35527,Test Product 35527,MAT35527,400000035527
01-01-35528,Test Product 35528,MAT35528,400000035528
01-01-35529,Test Product 35529,MAT35529,400000035529
01-01-35530,Test Product 35530,MAT35530,400000035530
01-01-35531,Test Product 35531,MAT35531,400000035531
01-01-35532,Test Product 35532,MAT35532,400000035532
01-01-35533,Test Product 35533,MAT35533,400000035533
01-01-35534,Test Product 35534,MAT35534,400000035534
01-01-35535,Test Product 35535,MAT35535,400000035535
01-01-35536,Test Product 35536,MAT35536,400000035536
01-01-35537,Test Product 35537,MAT35537,400000035537
01-01-35538,Test Product 35538,MAT35538,400000035538
01-01-35539,Test Product 35539,MAT35539,400000035539
01-01-35540,Test Product 35540,MAT35540,400000035540
01-01-35541,Test Product 35541,MAT35541,400000035541
01-01-35542,Test Product 35542,MAT35542,400000035542
01-01-35543,Test Product 35543,MAT35543,400000035543
01-01-35544,Test Product 35544,MAT35544,400000035544
01-01-35545,Test Product 35545,MAT35545,400000035545
01-01-35546,Test Product 35546,MAT35546,400000035546
01-01-35547,Test Product 35547,MAT35547,400000035547
01-01-35548,Test Product 35548,MAT35548,400000035548
01-01-35549,Test Product 35549,MAT35549,400000035549
01-01-35550,Test Product 35550,MAT35550,400000035550
01-01-35551,Test Product 35551,MAT35551,400000035551
01-01-35552,Test Product 35552,MAT35552,400000035552
01-01-35553,Test Product 35553,MAT35553,400000035553
01-01-35554,Test Product 35554,MAT35554,400000035554
01-01-35555,Test Product 35555,MAT35555,400000035555
01-01-35556,Test Product 35556,MAT35556,400000035556
01-01-35557,Test Product 35557,MAT35557,400000035557
01-01-35558,Test Product 35558,MAT35558,400000035558
01-01-35559,Test Product 35559,MAT35559,400000035559
01-01-35560,Test Product 35560,MAT35560,400000035560
01-01-35561,Test Product 35561,MAT35561,400000035561
01-01-35562,Test Product 35562,MAT35562,400000035562
01-01-35563,Test Product 35563,MAT35563,400000035563
01-01-35564,Test Product 35564,MAT35564,400000035564
01-01-35565,Test Product 35565,MAT35565,400000035565
01-01-35566,Test Product 35566,MAT35566,400000035566
01-01-35567,Test Product 35567,MAT35567,400000035567
01-01-35568,Test Product 35568,MAT35568,400000035568
01-01-35569,Test Product 35569,MAT35569,400000035569
01-01-35570,Test Product 35570,MAT35570,400000035570
01-01-35571,Test Product 35571,MAT35571,400000035571
01-01-35572,Test Product 35572,MAT35572,400000035572
01-01-35573,Test Product 35573,MAT35573,400000035573
01-01-35574,Test Product 35574,MAT35574,400000035574
01-01-35575,Test Product 35575,MAT35575,400000035575
01-01-35576,Test Product 35576,MAT35576,400000035576
01-01-35577,Test Product 35577,MAT35577,400000035577
01-01-35578,Test Product 35578,MAT35578,400000035578
01-01-35579,Test Product 35579,MAT35579,400000035579
01-01-35580,Test Product 35580,MAT35580,400000035580
01-01-35581,Test Product 35581,MAT35581,400000035581
01-01-35582,Test Product 35582,MAT35582,400000035582
01-01-35583,Test Product 35583,MAT35583,400000035583
01-01-35584,Test Product 35584,MAT35584,400000035584
01-01-35585,Test Product 35585,MAT35585,400000035585
01-01-35586,Test Product 35586,MAT35586,400000035586
01-01-35587,Test Product 35587,MAT35587,400000035587
01-01-35588,Test Product 35588,MAT35588,400000035588
01-01-35589,Test Product 35589,MAT35589,400000035589
01-01-35590,Test Product 35590,MAT35590,400000035590
01-01-35591,Test Product 35591,MAT35591,400000035591
01-01-35592,Test Product 35592,MAT35592,400000035592
01-01-35593,Test Product 35593,MAT35593,400000035593
01-01-35594,Test Product 35594,MAT35594,400000035594
01-01-35595,Test Product 35595,MAT35595,400000035595
01-01-35596,Test Product 35596,MAT35596,400000035596
01-01-35597,Test Product 35597,MAT35597,400000035597
01-01-35598,Test Product 35598,MAT35598,400000035598
01-01-35599,Test Product 35599,MAT35599,400000035599
01-01-35600,Test Product 35600,MAT35600,400000035600
01-01-35601,Test Product 35601,MAT35601,400000035601
01-01-35602,Test Product 35602,MAT35602,400000035602
01-01-35603,Test Product 35603,MAT35603,400000035603
01-01-35604,Test Product 35604,MAT35604,400000035604
01-01-35605,Test Product 35605,MAT35605,400000035605
01-01-35606,Test Product 35606,MAT35606,400000035606
01-01-35607,Test Product 35607,MAT35607,400000035607
01-01-35608,Test Product 35608,MAT35608,400000035608
01-01-35609,Test Product 35609,MAT35609,400000035609
01-01-35610,Test Product 35610,MAT35610,400000035610
01-01-35611,Test Product 35611,MAT35611,400000035611
01-01-35612,Test Product 35612,MAT35612,400000035612
01-01-35613,Test Product 35613,MAT35613,400000035613
01-01-35614,Test Product 35614,MAT35614,400000035614
01-01-35615,Test Product 35615,MAT35615,400000035615
01-01-35616,Test Product 35616,MAT35616,400000035616
01-01-35617,Test Product 35617,MAT35617,400000035617
01-01-35618,Test Product 35618,MAT35618,400000035618
01-01-35619,Test Product 35619,MAT35619,400000035619
01-01-35620,Test Product 35620,MAT35620,400000035620
01-01-35621,Test Product 35621,MAT35621,400000035621
01-01-35622,Test Product 35622,MAT35622,400000035622
01-01-35623,Test Product 35623,MAT35623,400000035623
01-01-35624,Test Product 35624,MAT35624,400000035624
01-01-35625,Test Product 35625,MAT35625,400000035625
01-01-35626,Test Product 35626,MAT35626,400000035626
01-01-35627,Test Product 35627,MAT35627,400000035627
01-01-35628,Test Product 35628,MAT35628,400000035628
01-01-35629,Test Product 35629,MAT35629,400000035629
01-01-35630,Test Product 35630,MAT35630,400000035630
01-01-35631,Test Product 35631,MAT35631,400000035631
01-01-35632,Test Product 35632,MAT35632,400000035632
01-01-35633,Test Product 35633,MAT35633,400000035633
01-01-35634,Test Product 35634,MAT35634,400000035634
01-01-35635,Test Product 35635,MAT35635,400000035635
01-01-35636,Test Product 35636,MAT35636,400000035636
01-01-35637,Test Product 35637,MAT35637,400000035637
01-01-35638,Test Product 35638,MAT35638,400000035638
01-01-35639,Test Product 35639,MAT35639,400000035639
01-01-35640,Test Product 35640,MAT35640,400000035640
01-01-35641,Test Product 35641,MAT35641,400000035641
01-01-35642,Test Product 35642,MAT35642,400000035642
01-01-35643,Test Product 35643,MAT35643,400000035643
01-01-35644,Test Product 35644,MAT35644,400000035644
01-01-35645,Test Product 35645,MAT35645,400000035645
01-01-35646,Test Product 35646,MAT35646,400000035646
01-01-35647,Test Product 35647,MAT35647,400000035647
01-01-35648,Test Product 35648,MAT35648,400000035648
01-01-35649,Test Product 35649,MAT35649,400000035649
01-01-35650,Test Product 35650,MAT35650,400000035650
01-01-35651,Test Product 35651,MAT35651,400000035651
01-01-35652,Test Product 35652,MAT35652,400000035652
01-01-35653,Test Product 35653,MAT35653,400000035653
01-01-35654,Test Product 35654,MAT35654,400000035654
01-01-35655,Test Product 35655,MAT35655,400000035655
01-01-35656,Test Product 35656,MAT35656,400000035656
01-01-35657,Test Product 35657,MAT35657,400000035657
01-01-35658,Test Product 35658,MAT35658,400000035658
01-01-35659,Test Product 35659,MAT35659,400000035659
01-01-35660,Test Product 35660,MAT35660,400000035660
01-01-35661,Test Product 35661,MAT35661,400000035661
01-01-35662,Test Product 35662,MAT35662,400000035662
01-01-35663,Test Product 35663,MAT35663,400000035663
01-01-35664,Test Product 35664,MAT35664,400000035664
01-01-35665,Test Product 35665,MAT35665,400000035665
01-01-35666,Test Product 35666,MAT35666,400000035666
01-01-35667,Test Product 35667,MAT35667,400000035667
01-01-35668,Test Product 35668,MAT35668,400000035668
01-01-35669,Test Product 35669,MAT35669,400000035669
01-01-35670,Test Product 35670,MAT35670,400000035670
01-01-35671,Test Product 35671,MAT35671,400000035671
01-01-35672,Test Product 35672,MAT35672,400000035672
01-01-35673,Test Product 35673,MAT35673,400000035673
01-01-35674,Test Product 35674,MAT35674,400000035674
01-01-35675,Test Product 35675,MAT35675,400000035675
01-01-35676,Test Product 35676,MAT35676,400000035676
01-01-35677,Test Product 35677,MAT35677,400000035677
01-01-35678,Test Product 35678,MAT35678,400000035678
01-01-35679,Test Product 35679,MAT35679,400000035679
01-01-35680,Test Product 35680,MAT35680,400000035680
01-01-35681,Test Product 35681,MAT35681,400000035681
01-01-35682,Test Product 35682,MAT35682,400000035682
01-01-35683,Test Product 35683,MAT35683,400000035683
01-01-35684,Test Product 35684,MAT35684,400000035684
01-01-35685,Test Product 35685,MAT35685,400000035685
01-01-35686,Test Product 35686,MAT35686,400000035686
01-01-35687,Test Product 35687,MAT35687,400000035687
01-01-35688,Test Product 35688,MAT35688,400000035688
01-01-35689,Test Product 35689,MAT35689,400000035689
01-01-35690,Test Product 35690,MAT35690,400000035690
01-01-35691,Test Product 35691,MAT35691,400000035691
01-01-35692,Test Product 35692,MAT35692,400000035692
01-01-35693,Test Product 35693,MAT35693,400000035693
01-01-35694,Test Product 35694,MAT35694,400000035694
01-01-35695,Test Product 35695,MAT35695,400000035695
01-01-35696,Test Product 35696,MAT35696,400000035696
01-01-35697,Test Product 35697,MAT35697,400000035697
01-01-35698,Test Product 35698,MAT35698,400000035698
01-01-35699,Test Product 35699,MAT35699,400000035699
01-01-35700,Test Product 35700,MAT35700,400000035700
01-01-35701,Test Product 35701,MAT35701,400000035701
01-01-35702,Test Product 35702,MAT35702,400000035702
01-01-35703,Test Product 35703,MAT35703,400000035703
01-01-35704,Test Product 35704,MAT35704,400000035704
01-01-35705,Test Product 35705,MAT35705,400000035705
01-01-35706,Test Product 35706,MAT35706,400000035706
01-01-35707,Test Product 35707,MAT35707,400000035707
01-01-35708,Test Product 35708,MAT35708,400000035708
01-01-35709,Test Product 35709,MAT35709,400000035709
01-01-35710,Test Product 35710,MAT35710,400000035710
01-01-35711,Test Product 35711,MAT35711,400000035711
01-01-35712,Test Product 35712,MAT35712,400000035712
01-01-35713,Test Product 35713,MAT35713,400000035713
01-01-35714,Test Product 35714,MAT35714,400000035714
01-01-35715,Test Product 35715,MAT35715,400000035715
01-01-35716,Test Product 35716,MAT35716,400000035716
01-01-35717,Test Product 35717,MAT35717,400000035717
01-01-35718,Test Product 35718,MAT35718,400000035718
01-01-35719,Test Product 35719,MAT35719,400000035719
01-01-35720,Test Product 35720,MAT35720,400000035720
01-01-35721,Test Product 35721,MAT35721,400000035721
01-01-35722,Test Product 35722,MAT35722,400000035722
01-01-35723,Test Product 35723,MAT35723,400000035723
01-01-35724,Test Product 35724,MAT35724,400000035724
01-01-35725,Test Product 35725,MAT35725,400000035725
01-01-35726,Test Product 35726,MAT35726,400000035726
01-01-35727,Test Product 35727,MAT35727,400000035727
01-01-35728,Test Product 35728,MAT35728,400000035728
01-01-35729,Test Product 35729,MAT35729,400000035729
01-01-35730,Test Product 35730,MAT35730,400000035730
01-01-35731,Test Product 35731,MAT35731,400000035731
01-01-35732,Test Product 35732,MAT35732,400000035732
01-01-35733,Test Product 35733,MAT35733,400000035733
01-01-35734,Test Product 35734,MAT35734,400000035734
01-01-35735,Test Product 35735,MAT35735,400000035735
01-01-35736,Test Product 35736,MAT35736,400000035736
01-01-35737,Test Product 35737,MAT35737,400000035737
01-01-35738,Test Product 35738,MAT35738,400000035738
01-01-35739,Test Product 35739,MAT35739,400000035739
01-01-35740,Test Product 35740,MAT35740,400000035740
01-01-35741,Test Product 35741,MAT35741,400000035741
01-01-35742,Test Product 35742,MAT35742,400000035742
01-01-35743,Test Product 35743,MAT35743,400000035743
01-01-35744,Test Product 35744,MAT35744,400000035744
01-01-35745,Test Product 35745,MAT35745,400000035745
01-01-35746,Test Product 35746,MAT35746,400000035746
01-01-35747,Test Product 35747,MAT35747,400000035747
01-01-35748,Test Product 35748,MAT35748,400000035748
01-01-35749,Test Product 35749,MAT35749,400000035749
01-01-35750,Test Product 35750,MAT35750,400000035750
01-01-35751,Test Product 35751,MAT35751,400000035751
01-01-35752,Test Product 35752,MAT35752,400000035752
01-01-35753,Test Product 35753,MAT35753,400000035753
01-01-35754,Test Product 35754,MAT35754,400000035754
01-01-35755,Test Product 35755,MAT35755,400000035755
01-01-35756,Test Product 35756,MAT35756,400000035756
01-01-35757,Test Product 35757,MAT35757,400000035757
01-01-35758,Test Product 35758,MAT35758,400000035758
01-01-35759,Test Product 35759,MAT35759,400000035759
01-01-35760,Test Product 35760,MAT35760,400000035760
01-01-35761,Test Product 35761,MAT35761,400000035761
01-01-35762,Test Product 35762,MAT35762,400000035762
01-01-35763,Test Product 35763,MAT35763,400000035763
01-01-35764,Test Product 35764,MAT35764,400000035764
01-01-35765,Test Product 35765,MAT35765,400000035765
01-01-35766,Test Product 35766,MAT35766,400000035766
01-01-35767,Test Product 35767,MAT35767,400000035767
01-01-35768,Test Product 35768,MAT35768,400000035768
01-01-35769,Test Product 35769,MAT35769,400000035769
01-01-35770,Test Product 35770,MAT35770,400000035770
01-01-35771,Test Product 35771,MAT35771,400000035771
01-01-35772,Test Product 35772,MAT35772,400000035772
01-01-35773,Test Product 35773,MAT35773,400000035773
01-01-35774,Test Product 35774,MAT35774,400000035774
01-01-35775,Test Product 35775,MAT35775,400000035775
01-01-35776,Test Product 35776,MAT35776,400000035776
01-01-35777,Test Product 35777,MAT35777,400000035777
01-01-35778,Test Product 35778,MAT35778,400000035778
01-01-35779,Test Product 35779,MAT35779,400000035779
01-01-35780,Test Product 35780,MAT35780,400000035780
01-01-35781,Test Product 35781,MAT35781,400000035781
01-01-35782,Test Product 35782,MAT35782,400000035782
01-01-35783,Test Product 35783,MAT35783,400000035783
01-01-35784,Test Product 35784,MAT35784,400000035784
01-01-35785,Test Product 35785,MAT35785,400000035785
01-01-35786,Test Product 35786,MAT35786,400000035786
01-01-35787,Test Product 35787,MAT35787,400000035787
01-01-35788,Test Product 35788,MAT35788,400000035788
01-01-35789,Test Product 35789,MAT35789,400000035789
01-01-35790,Test Product 35790,MAT35790,400000035790
01-01-35791,Test Product 35791,MAT35791,400000035791
01-01-35792,Test Product 35792,MAT35792,400000035792
01-01-35793,Test Product 35793,MAT35793,400000035793
01-01-35794,Test Product 35794,MAT35794,400000035794
01-01-35795,Test Product 35795,MAT35795,400000035795
01-01-35796,Test Product 35796,MAT35796,400000035796
01-01-35797,Test Product 35797,MAT35797,400000035797
01-01-35798,Test Product 35798,MAT35798,400000035798
01-01-35799,Test Product 35799,MAT35799,400000035799
01-01-35800,Test Product 35800,MAT35800,400000035800
01-01-35801,Test Product 35801,MAT35801,400000035801
01-01-35802,Test Product 35802,MAT35802,400000035802
